hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate,Date
23-24,27,435,184,1667,525,2313,47,2263,446,4461,981,5378,104,1672,556,3672,17414,6651,57,850,0,0,20250512060535
0-1,336,1614,68,1876,119,2474,185,3395,33,1180,66,3483,6,401,156,4049,4374,4364,30,850,0,0,20250513060519
1-2,48,509,274,1722,810,2737,13,1300,755,4634,1675,5070,144,1550,796,3810,5561,4331,42,807,0,0,20250513060519
2-3,9,281,113,1896,224,2590,94,3046,152,3524,317,3120,35,1178,217,2924,13068,6202,54,1279,0,0,20250513060519
3-4,85,777,381,1803,1267,2931,144,2464,1044,4626,2556,5209,346,2166,1543,5068,40765,7870,147,1307,0,0,20250513060519
4-5,1216,964,512,2122,2121,2675,2291,3845,1131,3248,2202,4602,378,1642,1849,4288,95884,7321,327,1463,0,0,20250513060519
5-6,1035,1481,307,1676,1590,2526,831,3294,1017,3276,2394,5433,203,1571,1467,3531,62234,6981,718,2194,0,0,20250513060519
6-7,779,1038,1056,1959,10144,3557,3694,3894,10316,5297,4330,6009,1068,2316,10406,5829,168947,8462,165,1542,0,0,20250513060519
7-8,368,856,1153,1781,6711,3109,5148,3798,6817,5382,0,0,1216,2618,7305,5866,338169,9163,0,0,0,0,20250513060519
8-9,411,1187,559,1587,2752,2791,2262,3373,1963,3460,0,0,544,2065,3616,4522,113503,7991,0,0,0,0,20250513060519
9-10,421079,5881,72511,5004,155231,4036,8721,6689,97214,6641,0,0,5136,4143,63369,6493,322573,9904,0,0,0,0,20250513060519
10-11,496088,5478,81360,5263,164656,4639,9222,5752,107229,7469,0,0,4728,4261,65592,7219,568860,11335,0,0,0,0,20250513060519
11-12,38089,3519,7616,3514,19978,4316,11156,5880,18053,6988,0,0,1706,3344,14668,6741,522102,10901,0,0,0,0,20250513060519
12-13,2369,3217,792,1576,6621,3671,10736,5972,5570,5811,0,0,996,2798,7166,6208,385881,10627,0,0,0,0,20250513060519
13-14,1242,2442,932,2015,6093,3230,5353,5578,5502,5995,0,0,1019,2973,6363,6699,242634,9934,0,0,0,0,20250513060519
14-15,498,1877,297,1202,3206,2949,5137,6284,3648,5170,0,0,515,1879,3789,4850,230018,9128,0,0,0,0,20250513060519
15-16,2392,3705,735,1462,6346,3546,9351,6308,5110,6250,0,0,840,2548,6727,6622,422870,10323,0,0,0,0,20250513060519
16-17,889,2071,427,1718,2338,3139,16063,7047,2089,5259,0,0,248,1879,1663,4160,100562,8161,0,0,0,0,20250513060519
17-18,1425,2288,642,1659,5656,3450,3111,4340,4504,5618,0,0,982,2638,6797,6126,308494,9800,0,0,0,0,20250513060519
18-19,395,1067,603,1637,3187,3021,3717,4703,2820,3438,0,0,722,2290,3430,5422,219885,9803,0,0,0,0,20250513060519
19-20,808,2171,497,1617,4567,3207,6193,5126,4314,4984,0,0,653,2182,4736,5698,268130,9975,0,0,0,0,20250513060519
20-21,665,1887,460,1497,3570,3217,3585,4913,2602,4443,0,0,616,2899,5786,6016,274406,9208,0,0,0,0,20250513060519
21-22,531,1798,211,1846,1522,3094,1153,2889,1086,3360,0,0,328,2552,2331,6298,125145,9263,0,0,0,0,20250513060519
22-23,12,433,179,1893,360,2140,16298,5795,316,3100,0,0,75,981,324,2359,2776,5191,0,0,0,0,20250513060519
23-24,42,602,226,2402,677,2471,22635,7182,538,3455,0,0,182,1733,873,3624,39285,7319,0,0,0,0,20250513060519
0-1,255,2252,68,1881,231,2761,14385,8163,40,882,0,0,6,354,155,2774,7953,5901,0,0,0,0,20250514060959
1-2,33,409,254,2205,735,2460,13,1444,728,3004,0,0,114,1215,688,3166,3524,3451,0,0,0,0,20250514060959
2-3,204,1438,192,1199,587,2503,260,3710,308,3283,0,0,157,1319,768,3006,47406,6667,0,0,0,0,20250514060959
3-4,42,572,226,1936,677,2327,231,3544,538,3948,0,0,182,1946,876,3634,41862,6206,0,0,0,0,20250514060959
4-5,380,1354,430,1932,1569,2674,1846,4417,1269,4220,0,0,389,1969,1759,4052,74222,7914,0,0,0,0,20250514060959
5-6,110,808,373,2668,1645,2991,3558,6728,1458,5057,174855,6814,377,2249,1894,4413,33725,5949,2832,1369,0,0,20250514060959
6-7,1495,2363,1056,2468,5553,3276,18200,8004,5288,6217,101762,6380,1082,2894,5937,4858,260565,8708,22454,2239,0,0,20250514060959
7-8,4224,2594,934,854,8342,3096,17998,4693,6410,4251,11094,5073,1171,1899,9624,4713,429996,10090,2103,2117,0,0,20250514060959
8-9,1069,1545,571,1178,3525,2668,6542,4747,3134,3512,4465,4685,737,1720,4293,4160,265379,8609,1878,2920,0,0,20250514060959
9-10,2681,1625,677,1757,6397,2982,6733,5652,5514,5340,7467,6129,907,2039,5980,4865,160875,8029,1290,2244,0,0,20250514060959
10-11,2243,2441,816,1660,5399,3108,6079,6167,4869,5759,9705,7258,978,2027,6953,5697,0,0,1416,2823,0,0,20250514060959
11-12,4494,3244,1007,1927,7642,3092,10037,7194,5748,6453,10550,8041,1227,2305,9433,6526,15352,7901,1836,3192,0,0,20250514060959
12-13,2854,2580,1078,2024,10433,3380,7874,6693,11516,7650,13358,8349,1092,2297,12844,5899,214297,7698,1644,3139,0,0,20250514060959
13-14,3354,3531,3185,2435,5958,2988,9796,6864,4434,5924,8396,7254,1262,2733,7394,6254,0,0,1704,3160,0,0,20250514060959
14-15,1654,2483,747,1756,5957,3279,7327,6068,5546,6727,7616,6908,755,2180,4595,5554,0,0,1287,2722,0,0,20250514060959
15-16,596,1686,832,2023,5613,3029,8133,6865,4646,6170,7463,6309,895,2702,5873,5175,2001712,9758,969,2497,0,0,20250514060959
16-17,351,1243,543,1730,4097,2919,2206,5277,3647,5767,5493,6891,497,1866,3137,3853,156965,8190,420,1449,0,0,20250514060959
17-18,1288,2536,658,2406,4521,3203,5279,5949,3953,5192,6617,7175,697,2238,4946,5504,234973,9489,1005,2562,0,0,20250514060959
18-19,1078,2113,922,1899,5017,3207,4355,6125,4451,4503,7561,6858,1082,2750,6980,6345,241629,9031,1407,2624,0,0,20250514060959
19-20,867,1808,429,1543,2626,3032,5406,5587,2016,3714,3751,5806,568,2009,3645,5655,225117,8713,1076,2576,0,0,20250514060959
20-21,1326,2834,201,1351,1333,3050,2435,4912,949,3120,1150,3504,101,1070,1226,3921,56460,6682,174,891,0,0,20250514060959
21-22,711,2477,204,1949,1179,2582,724,5066,1011,3646,1716,4600,208,1598,1603,4080,52658,6618,288,1655,0,0,20250514060959
22-23,13,636,32,2909,27,710,0,0,36,901,96,3420,37,1344,87,2483,133,2222,375,3153,0,0,20250514060959
23-24,39,476,198,1982,650,3169,231,3580,523,5486,1331,3766,179,1777,859,3496,39359,6538,138,1091,0,0,20250514060959
0-1,151,1693,68,1991,161,2373,6,750,39,1388,78,2944,6,337,119,2570,3895,5035,15,587,0,0,20250515065543
1-2,95031,131,28282,911,978,2131,0,0,742,4696,1748,6272,146,1029,871,4092,5987,5424,69,959,0,0,20250515065543
2-3,298,533,603,888,0,0,0,0,1830,2358,2051,2698,0,0,0,0,0,0,0,0,0,0,20250515065543
3-4,50,497,202,972,2994,1960,1453,2172,550,2971,3966,3305,788,1124,4184,3277,168196,6783,453,670,0,0,20250515065543
4-5,169,831,358,1363,1206,2122,2436,3178,891,3042,1815,3225,280,1382,1265,3215,248908,9466,462,1132,0,0,20250515065543
5-6,1296,1496,343,1413,1491,2941,2714,3620,822,3141,2091,3955,346,1684,1705,4552,111312,7897,7953,4422,0,0,20250515065543
6-7,239,1019,567,1528,4772,3214,11096,5824,4946,5086,6952,5754,609,2361,5191,4904,285040,9768,2244,2807,0,0,20250515065543
7-8,5461,3877,623,1497,6018,2945,10088,4937,2908,4470,5566,5626,805,2222,6201,6020,785342,10440,1710,2618,0,0,20250515065543
8-9,948,2210,361,1440,4153,2948,98254,8462,3855,5278,4728,5483,532,2456,3351,5018,164274,9384,840,1830,0,0,20250515065543
9-10,923,1585,1240,1833,5014,3351,15073,7337,4904,6196,12535,7134,6889,2741,4818,5557,197959,10101,990,2356,0,0,20250515065543
10-11,879,2149,322,1236,3618,2934,16658,7530,3348,4905,4566,5608,604,2386,3938,5808,286794,9548,1429,2396,0,0,20250515065543
11-12,2364,2792,577,1718,4267,3449,20371,7817,3951,5025,5373,6409,663,2286,4395,6390,249344,10037,1210,2659,0,0,20250515065543
12-13,1108,2713,491,1606,5849,3204,15405,7094,5827,4635,6817,6111,700,2015,5791,5793,298891,9785,5556,4137,0,0,20250515065543
13-14,2682,2755,559,1467,4902,3544,9900,6252,4527,5047,6104,6021,621,1803,5265,5302,252425,10184,7296,3742,0,0,20250515065543
14-15,516,1642,626,1795,7294,3104,9270,6704,6841,6054,9629,6456,781,2439,7941,4717,1848257,14457,804,1884,0,0,20250515065543
15-16,819,2477,525,1648,4952,3457,6309,5574,4765,5962,6032,5236,721,2039,5573,5225,1950320,12690,771,2281,0,0,20250515065543
16-17,671,1685,430,1738,3958,3279,10311,6210,3682,5929,5141,5584,526,1976,4366,4866,119189,8355,561,1909,0,0,20250515065543
17-18,1034,2084,440,1537,4045,3614,3377,5038,3893,6221,5116,5726,557,2238,3523,4800,143120,8892,666,2387,0,0,20250515065543
18-19,1185,2316,574,1849,3866,3123,4668,5577,3227,4782,4744,5995,634,2463,3733,5155,225152,8419,812,2150,0,0,20250515065543
19-20,1305,2569,335,1519,3848,3593,4727,5375,3360,4793,4803,5330,323,1976,4218,6364,195915,9193,759,1886,0,0,20250515065543
20-21,1028,2557,159,1356,868,3140,1978,4298,275,2896,787,2740,113,2105,900,5522,58184,7218,204,1458,0,0,20250515065543
21-22,131,854,146,1507,1019,2642,823,3892,780,4690,1610,5938,147,1580,475,4564,20791,5969,69,634,0,0,20250515065543
3-4,2239,1147,936,919,2900,1736,5052,3087,2222,2010,5095,2709,566,674,4081,2904,55528,3771,1185,854,0,0,20250516060326
4-5,514,303,434,260,946,652,1082,698,1937,1335,3203,1106,329,321,2237,1248,72754,4115,99,428,0,0,20250516060326
5-6,124,438,102,935,2015,331,2802,2559,697,2050,1266,1874,112,917,1112,2899,63165,1478,559,729,0,0,20250516060326
6-7,2274,1217,671,896,5810,1002,6936,3651,4465,3248,6688,3662,766,1031,4987,2729,196967,3302,774,1187,0,0,20250516060326
7-8,2184,2243,742,1224,5471,2354,10571,6081,4410,5334,7427,6038,769,1593,5779,4144,225571,7334,879,1664,0,0,20250516060326
8-9,4083,4065,623,1382,7014,2936,8749,6190,6771,6098,5908,6301,695,1956,4573,5408,278383,7319,1101,2015,0,0,20250516060326
9-10,553568,7164,93652,5878,179574,3798,8293,6556,68511,8225,89776,8488,8309,3821,68119,6792,421357,9348,2022,3110,0,0,20250516060326
10-11,1708791,9228,171626,11029,379238,4669,13276,7181,204574,10405,147886,9301,13606,5591,110487,7201,493356,6698,2326,3449,0,0,20250516060326
11-12,592926,7032,67319,6498,140473,4105,32557,7460,81440,8121,57144,8232,5878,4361,44062,7138,1706254,9486,1227,2961,0,0,20250516060326
12-13,2257,3745,451,2127,4669,3702,268325,11863,4116,5959,3993,5023,257,1328,4590,4908,92764,7436,972,2496,0,0,20250516060326
13-14,656,2135,347,2172,2348,2947,967683,13278,2189,4342,2367,5082,198,1271,2021,3721,48063,6092,894,1838,0,0,20250516060326
14-15,418445,7215,474,2120,1528,2639,128219,11066,1015,3446,1706,4622,119,968,1133,3883,79078,6578,586,1868,0,0,20250516060326
15-16,10278,5408,601,1795,9172,3791,6319,6750,12011,7656,11943,7652,731,2238,9619,5956,70329,6880,276,1261,0,0,20250516060326
16-17,443,1791,350,1970,3294,3222,3699824,23340,2709,5026,3845,5452,512,1733,3874,5418,224560,8134,684,1993,0,0,20250516060326
17-18,254,1523,462,2239,3324,3725,9628,7249,2572,5741,5082,6361,576,2660,5055,6504,345321,9223,1179,2393,0,0,20250516060326
18-19,1398,3079,650,2329,4353,3555,3905,6441,3332,6581,6883,6606,942,3116,5683,6137,235491,9472,11373,4931,0,0,20250516060326
19-20,1298,2616,351,1327,3812,3474,3007,5343,3067,5434,5824,6144,682,2909,4982,6600,210916,9525,912,2323,0,0,20250516060326
20-21,6765,3602,319,2260,1900,3192,3480,6872,1681,4840,3484,6543,420,2526,2273,5467,125498,7636,792,2161,0,0,20250516060326
21-22,32291,3070,187,2017,647,3521,1490,6679,373,5259,811,5132,137,2096,728,4852,55252,6934,725,2391,0,0,20250516060326
22-23,28,531,184,1826,365,3006,219,5739,260,2457,604,2777,121,1723,407,3572,20860,5822,121,1046,0,0,20250516060326
23-24,42,599,227,1828,689,2822,94,3084,494,3758,1346,4626,174,1636,863,4365,31481,6349,78,1013,0,0,20250516060326
0-1,6,375,64,2787,54,2163,0,0,30,2008,66,3483,6,168,34,1700,1185,3286,21,573,0,0,20250517060547
1-2,33,312,254,2018,740,2655,13,1625,665,4546,1326,4763,102,1022,594,3168,3505,3938,39,579,0,0,20250517060547
2-3,303457,4498,273,1579,1196,2565,491,4316,815,3782,1792,4998,272,1887,1438,4621,75849,7535,583,2412,0,0,20250517060547
3-4,42,565,224,1630,689,2330,170,2534,494,3041,1346,5420,158,1787,826,3886,28976,5579,159,1315,0,0,20250517060547
4-5,431,1653,461,1676,2145,2955,168973,10611,1835,4255,3631,5220,468,2217,2537,5124,162562,8330,1002,2340,0,0,20250517060547
5-6,13586,3911,314,1790,3749,3267,827413,18940,2437,4809,3711,5983,264,1994,3670,5299,142472,7657,1287,2661,0,0,20250517060547
6-7,888,1711,62516,4828,2683,2669,7066,7014,2413,4694,4191,5287,499,2053,3563,4638,78879,7296,760,2252,0,0,20250517060547
7-8,1776,2979,576,1690,3952,3118,8161,6744,3099,5318,3904,5310,476,2039,3589,5224,151807,7130,570,2087,0,0,20250517060547
8-9,948,1595,599,1795,3062,2608,3694,6158,2200,4893,4081,6213,615,2475,3635,5271,183283,7311,729,2212,0,0,20250517060547
9-10,1908,2478,806,2061,5374,3474,3748,5243,4484,6382,7876,8217,939,3029,7052,6924,165913,9134,1139,2907,0,0,20250517060547
10-11,1126,2708,10313,6616,3304,2984,3901,5602,2911,5559,4712,6362,622,2151,3834,5765,208013,9048,1130,2785,0,0,20250517060547
11-12,2638,3375,747,2113,7407,3883,8532,6879,9656,7206,10261,7939,702,2506,9588,6525,272005,9264,1578,3375,0,0,20250517060547
12-13,1475,3032,693,2303,3291,3409,5029,5918,2759,5308,4645,5917,689,2659,4138,5857,203748,8996,1125,2974,0,0,20250517060547
13-14,1545,3318,366,1755,2962,3309,2141,4530,2838,5645,3762,6714,204,1576,2187,5032,89555,7557,744,2146,0,0,20250517060547
14-15,230,1202,457,2468,2274,3056,2151,4721,1784,5337,3079,5974,371,2283,2092,5257,123542,7412,597,1901,0,0,20250517060547
15-16,255698,4738,478,1881,7775,3919,4803,5540,8555,7762,8871,7712,739,2465,5732,5836,223306,8513,911,2672,0,0,20250517060547
16-17,531707,3702,326,2120,1415,3107,7860,7272,946,4040,1765,4701,285,1607,2238,4948,135768,7743,644,1896,0,0,20250517060547
17-18,317,1197,606,1739,4650,3532,2717,5520,5411,6462,6806,6718,584,2312,3813,5478,127876,7693,643,2042,0,0,20250517060547
18-19,555,2013,721,2303,3821,3698,6246,7339,2476,4998,5149,6500,903,3264,5640,6623,352882,9522,1533,3110,0,0,20250517060547
19-20,609,2079,165,1501,791,2585,4382,6208,277,2905,309,2250,109,1533,365,3904,97028,7607,609,2204,0,0,20250517060547
20-21,642,1630,397,1967,2103,3384,2276,7491,1461,5544,4087,5996,343,1827,2246,5093,40098,5709,243,1356,0,0,20250517060547
21-22,15,508,72,2108,54,2076,248,4143,30,1666,66,3483,6,380,34,2006,90,1650,367,3392,0,0,20250517060547
22-23,6,300,64,3200,54,2163,15791,8185,30,1770,66,3895,6,354,34,2006,94,1607,6,333,0,0,20250517060547
23-24,6,380,80,2060,54,1788,22200,9379,30,1770,66,3150,6,354,34,2006,94,1269,6,375,0,0,20250517060547
0-1,6,354,64,3200,54,2076,13591,9169,30,1875,66,3333,6,375,34,1652,589,3921,18,633,0,0,20250518060738
1-2,16,560,88,1718,54,1832,13,1444,30,1458,66,3666,6,337,34,1065,86,1545,126,1023,0,0,20250518060738
2-3,0,0,8,888,0,0,0,0,0,0,0,0,0,0,0,0,4,500,237,5003,0,0,20250518060738
3-4,3,333,70,1521,0,0,0,0,15,1666,33,2357,3,428,17,1888,43,1940,3,333,0,0,20250518060738
4-5,3,333,49,1757,413,2343,0,0,0,0,0,0,28,1209,110,3325,43,1353,3,375,0,0,20250518060738
5-6,20,353,32,2909,27,1500,0,0,404,6553,658,7900,3,333,138,4211,43,1523,287,3529,0,0,20250518060738
6-7,5,175,32,3200,0,0,848,8464,15,1666,33,2357,3,428,17,1700,270,1981,91,1950,0,0,20250518060738
7-8,6,354,72,2466,81,2134,0,0,30,1770,66,3895,6,375,34,2125,90,1788,6,333,0,0,20250518060738
8-9,0,0,8,888,0,0,0,0,0,0,0,0,0,0,0,0,8,535,0,0,0,0,20250518060738
9-10,9,337,104,2161,81,1237,0,0,45,1769,99,3422,9,361,51,1904,133,1233,9,347,0,0,20250518060738
10-11,6,337,64,2327,54,2002,0,0,30,920,66,2553,6,354,34,1622,86,1705,6,337,0,0,20250518060738
11-12,6,354,80,1819,54,2076,0,0,30,1770,66,3483,6,333,34,1912,86,1640,6,375,0,0,20250518060738
12-13,6,337,64,3054,54,2076,0,0,30,1583,66,3333,6,375,34,1153,102,1476,6,380,0,0,20250518060738
13-14,12,325,165,2472,274,2650,0,0,226,3631,362,4230,22,552,150,2676,677,3048,15,396,0,0,20250518060738
14-15,12,322,165,1897,493,2174,0,0,492,4233,737,4326,40,765,196,2669,681,2351,15,356,0,0,20250518060738
15-16,6,380,72,2206,54,1748,118,1964,30,1134,66,3483,6,333,106,3042,98,1451,6,375,0,0,20250518060738
16-17,6,354,64,3054,54,2076,0,0,30,1218,66,3483,6,354,34,1254,98,1155,6,333,0,0,20250518060738
17-18,9,319,112,2115,81,2027,0,0,45,1306,99,3238,9,375,51,1731,141,1606,9,361,0,0,20250518060738
18-19,6,316,64,2909,54,2076,0,0,30,1274,66,3666,6,265,34,1794,114,1101,6,375,0,0,20250518060738
19-20,6,401,72,2125,54,1938,0,0,30,1770,66,3300,6,354,34,1888,90,1655,6,218,0,0,20250518060738
20-21,6,354,72,1998,54,2089,0,0,30,1875,66,3666,6,316,34,1475,90,1455,6,294,0,0,20250518060738
21-22,6,316,72,2153,54,2076,0,0,30,1770,66,3300,6,337,34,1322,86,1770,9,547,0,0,20250518060738
22-23,6,188,64,2597,27,2250,0,0,30,1410,66,3483,6,354,34,1888,86,1873,6,380,0,0,20250518060738
23-24,6,302,80,1764,81,1864,0,0,30,1619,66,3895,6,172,34,1652,86,1708,6,380,0,0,20250518060738
0-1,6,354,64,3054,54,1713,0,0,30,1583,66,3895,6,375,34,1794,107,1712,18,736,0,0,20250519060702
1-2,9,322,120,1992,81,1915,0,0,45,1736,99,3697,9,361,51,1762,129,1816,9,365,0,0,20250519060702
2-3,3,333,40,740,0,0,0,0,15,1666,33,3300,3,333,17,2125,43,1434,3,333,0,0,20250519060702
3-4,6,354,88,1675,81,2134,0,0,30,1159,66,3666,6,354,34,2064,86,1383,6,380,0,0,20250519060702
4-5,6,238,77,1933,238,2220,28,1749,190,3035,378,3432,87,1762,306,2869,24971,5867,417,2268,0,0,20250519060702
5-6,159,974,197,2013,817,2528,95,2646,639,3675,1464,5697,237,2018,828,4271,42177,5978,514,2113,0,0,20250519060702
6-7,37,1053,147,1055,1154,2282,50,3348,1192,3560,2163,4803,308,1752,1754,4718,54361,6641,345,1784,0,0,20250519060702
7-8,595,1695,189,1410,1285,2677,3193,6575,1156,4312,1520,4999,250,1783,869,4547,148584,8319,936,2948,0,0,20250519060702
8-9,711,2465,273,2423,3250,3260,1195,5463,2763,5069,3860,5483,295,2178,2925,4879,83780,8225,294,1958,0,0,20250519060702
9-10,281,1886,202,1335,3028,3001,2073,5135,3100,5709,5201,5845,335,2496,3976,4791,80264,7966,447,1819,0,0,20250519060702
10-11,789,3014,139,1249,2085,3217,2816,7715,932,4648,1522,3931,265,1973,2484,5072,221513,8262,741,2286,0,0,20250519060702
11-12,719,3594,127,1548,782,3244,1853,4969,340,3960,581,3970,185,1938,1134,5199,113299,8609,888,2722,0,0,20250519060702
12-13,804,3154,151,1685,839,2832,104,2103,267,2265,798,4525,89,877,728,5414,26337,5730,66,631,0,0,20250519060702
13-14,6,354,88,1964,54,2163,0,0,30,1007,66,3895,6,354,34,1717,2679,3080,42,726,0,0,20250519060702
14-15,9,347,119,1473,273,2112,0,0,30,1770,66,3666,25,569,67,2791,1382,2881,15,388,0,0,20250519060702
15-16,23,672,119,2256,235,3071,646,3807,392,4288,737,3079,94,1541,421,3557,18341,5609,54,794,0,0,20250519060702
16-17,6,354,64,3054,54,2025,0,0,30,1583,66,3333,6,354,34,2006,86,1459,6,337,0,0,20250519060702
17-18,12,335,150,2672,298,2351,0,0,276,4217,401,5730,25,797,161,3551,1007,3539,24,379,0,0,20250519060702
18-19,6,354,64,2933,54,2002,57,5700,30,1437,66,3102,6,354,34,1912,86,1716,6,364,0,0,20250519060702
19-20,6,316,72,2235,54,2002,0,0,30,1770,66,3483,6,354,34,1794,86,1803,6,337,0,0,20250519060702
20-21,6,333,72,2029,54,2002,0,0,30,1875,66,2828,6,354,34,1700,86,1824,6,354,0,0,20250519060702
21-22,9,240,104,2277,81,1815,0,0,45,1077,99,3544,9,271,51,1700,129,1807,12,486,0,0,20250519060702
22-23,12,424,128,3116,108,2121,0,0,60,2010,132,4067,12,472,68,2253,172,2257,12,424,0,0,20250519060702
23-24,6,316,80,1971,54,1832,0,0,30,1770,66,3150,6,380,34,1700,86,1592,6,337,0,0,20250519060702
0-1,6,316,64,3054,54,1928,0,0,30,1687,66,3333,6,380,34,1669,95,1389,21,733,0,0,20250520060858
1-2,9,367,120,2073,81,1935,13,1444,45,1363,99,3544,9,410,51,1841,129,1718,9,350,0,0,20250520060858
2-3,6,401,72,1878,54,2076,0,0,30,1687,66,3666,6,401,34,2006,86,1768,6,375,0,0,20250520060858
3-4,6,337,88,1857,287,2629,25,3571,30,1016,301,4977,42,1767,216,2686,2008,3957,24,666,0,0,20250520060858
4-5,76,736,485,2171,1110,2647,1177,5355,1100,3791,1644,4461,261,1740,1178,4206,49765,6568,201,1160,0,0,20250520060858
5-6,386,1782,492,2874,1635,2870,3588,6136,1240,5799,2523,7922,320,2686,692,5424,54437,7278,817,2616,0,0,20250520060858
6-7,1688,3274,6663,3366,6601,3637,9225,7481,6180,6570,20227,8143,12640,3943,8745,7257,263879,10064,2314,4098,0,0,20250520060858
7-8,3717,3969,925,2314,9789,3803,17287,8843,7578,7641,10813,8483,999,3097,10056,6984,307837,11770,3226,5039,0,0,20250520060858
8-9,5034,3670,783,2107,6578,3702,7794,7342,4077,6610,7687,7843,961,3199,7234,7371,268684,11278,2154,3997,0,0,20250520060858
9-10,2883,3547,1008,2242,8904,4002,1362,6150,7403,7382,10562,8900,1015,3080,7314,6818,122164,10476,2114,3946,0,0,20250520060858
10-11,3068,3823,1057,2377,12091,4519,24909,8635,9992,8205,14908,8550,1628,4287,12923,7427,617529,11790,2778,4832,0,0,20250520060858
11-12,1943,3586,475,1713,7700,3766,8071,7317,9622,7857,9667,7473,884,2887,11680,6767,316046,11138,1822,3475,0,0,20250520060858
12-13,4728,4917,592,1919,6507,4089,3587,6896,4040,6487,6718,7674,927,2959,6576,7157,73553,11553,1335,3132,0,0,20250520060858
13-14,3280,4017,649,2172,4434,3689,0,0,2572,5246,5085,6325,765,2876,5207,6823,0,0,2070,3841,0,0,20250520060858
14-15,1775,3072,570,1984,3109,3315,0,0,2246,4754,4729,6306,622,2939,3559,5845,8,800,1083,2910,0,0,20250520060858
15-16,300,1376,648,1855,3993,2686,34304,7733,5423,5941,5590,6486,366,1878,3523,4599,662115,9044,747,1950,0,0,20250520060858
16-17,631,1217,549,1724,4225,3435,3404,5844,5049,6462,6737,6732,575,2475,5008,5616,42677,8327,432,1452,0,0,20250520060858
17-18,2285,3207,373,1761,3518,3332,1434,7641,2080,4211,3368,5578,366,1897,3958,5019,20415,8603,666,2317,0,0,20250520060858
18-19,1387,2710,533,1629,3906,3203,0,0,4342,5982,5932,6408,711,2538,5093,5604,0,0,951,2647,0,0,20250520060858
19-20,1745,4085,436,1673,3017,3246,0,0,2655,5173,3820,5914,502,2174,3551,5620,0,0,879,2384,0,0,20250520060858
20-21,248,2098,203,1657,1188,2661,0,0,1116,4044,1927,5228,193,1553,1388,4970,0,0,360,1720,0,0,20250520060858
21-22,255,1305,233,1868,789,2572,0,0,625,3845,1188,4412,127,1324,731,3686,0,0,126,1170,0,0,20250520060858
22-23,25,736,233,2524,1558,3046,0,0,2105,4552,1916,4968,191,1537,1082,4094,0,0,408,2466,0,0,20250520060858
23-24,27,538,186,1509,576,2529,0,0,474,3996,1024,4666,110,1187,580,3303,0,0,84,853,0,0,20250520060858
0-1,95008,61,28067,234,155,798,0,0,15,1500,33,2750,3,333,17,1888,0,0,27,1250,0,0,20250521060719
2-3,482,547,624,829,2178,1777,0,0,1563,2021,3843,2916,486,938,2463,2639,0,0,663,942,0,0,20250521060719
3-4,48,419,328,1215,972,2123,0,0,738,2696,1745,3473,240,1000,1100,3327,0,0,306,1333,0,0,20250521060719
4-5,435,1018,408,1551,2336,2559,0,0,2291,3621,3983,4522,507,1590,2805,4293,0,0,441,941,0,0,20250521060719
5-6,563,985,311,2081,1021,2604,0,0,667,3551,1064,4166,82,968,235,4395,0,0,545,1329,0,0,20250521060719
6-7,571,1558,737,2029,4564,2802,0,0,4242,4471,6724,5979,614,1588,4996,4862,0,0,697,1593,0,0,20250521060719
7-8,2384,2276,835,1806,4909,3195,18136,7139,3754,4381,7299,6039,1176,2277,6984,6477,915767,10167,1811,2660,0,0,20250521060719
8-9,1580,2729,538,1639,5012,2980,34318,7061,4690,4438,5644,5529,606,1972,4295,4860,1922920,9219,1285,2460,0,0,20250521060719
9-10,948,1541,621,1993,4852,3276,6849,6193,5713,5830,5891,5671,559,2158,5708,5083,181526,8625,1261,2088,0,0,20250521060719
10-11,3025,3202,921,2127,11852,3323,13542,8365,9183,5817,12884,7874,1035,2392,11717,7286,401677,9696,1812,2700,0,0,20250521060719
11-12,1966,2706,630,2049,6350,3012,9779,7455,4685,4774,7146,6644,764,2815,6674,6272,265730,9336,1101,2219,0,0,20250521060719
12-13,1499,2150,811,2008,4953,3170,12399,7495,3998,5221,7480,6520,754,2299,4792,5796,205909,9089,873,1882,0,0,20250521060719
13-14,1498,2303,997,2181,4288,3151,6768,6576,3184,5101,7407,7011,909,2335,4986,5450,202101,9415,1067,2262,0,0,20250521060719
14-15,426,1332,480,1588,1835,2795,7794,6796,1718,4191,3061,5024,371,1649,1832,4252,108096,7069,741,1861,0,0,20250521060719
15-16,1092,1982,566,1856,2943,3233,5938,6278,2250,4475,4516,5563,496,1797,3212,5407,135785,8327,792,1784,0,0,20250521060719
16-17,389,1048,417,2070,1379,2569,10753,7279,1117,3933,2163,5402,263,1564,1258,3898,83317,6846,510,1375,0,0,20250521060719
17-18,1265,2036,733,1769,3452,3074,5498,6090,2760,4995,5041,5492,743,2566,3791,5235,183623,9033,861,1858,0,0,20250521060719
